,Individual_ID,Timestamp,Latitude,Longitude,geometry,hour
114348,OST085,2024-08-26 19:05:20.077771+00:00,-20.768863,16.624098,POINT (669066.1249167065 7702582.746058894),2024-08-26 19:00:00+00:00
114350,OST085,2024-08-28 17:18:41.080657+00:00,-20.776442,16.616017,POINT (668216.3415101898 7701752.166568296),2024-08-28 17:00:00+00:00
114351,OST085,2024-08-28 19:04:03.092820+00:00,-20.777282,16.615573,POINT (668169.184536314 7701659.638592701),2024-08-28 19:00:00+00:00
114352,OST085,2024-08-29 17:10:34.079764+00:00,-20.774922,16.616385,POINT (668256.3397423321 7701920.051699404),2024-08-29 17:00:00+00:00
114353,OST085,2024-08-29 19:01:11.107419+00:00,-20.774823,16.615932,POINT (668209.2853015047 7701931.483303441),2024-08-29 19:00:00+00:00
114354,OST085,2024-08-30 19:08:29.067470+00:00,-20.775552,16.616045,POINT (668220.2427021576 7701850.663081085),2024-08-30 19:00:00+00:00
114355,OST085,2024-08-30 21:03:59.092913+00:00,-20.773972,16.616643,POINT (668284.2542094692 7702024.950689154),2024-08-30 21:00:00+00:00
114356,OST085,2024-08-31 19:05:11.092623+00:00,-20.777247,16.60926,POINT (667511.95613643 7701670.076432219),2024-08-31 19:00:00+00:00
114357,OST085,2024-08-31 21:06:41.093555+00:00,-20.77756,16.605155,POINT (667084.2274805453 7701639.680432399),2024-08-31 21:00:00+00:00
114358,OST085,2024-08-31 23:01:27.097940+00:00,-20.775975,16.600113,POINT (666561.0299755426 7701820.353780978),2024-08-31 23:00:00+00:00
114359,OST085,2024-09-01 23:03:35.089402+00:00,-20.775722,16.596683,POINT (666204.1971857742 7701851.896187738),2024-09-01 23:00:00+00:00
114360,OST085,2024-09-03 17:01:05.090935+00:00,-20.77583,16.596495,POINT (666184.5056063512 7701840.133867722),2024-09-03 17:00:00+00:00
114361,OST085,2024-09-03 19:01:39.091145+00:00,-20.77894,16.596073,POINT (666137.1665987629 7701496.284270211),2024-09-03 19:00:00+00:00
114362,OST085,2024-09-03 21:02:11.092769+00:00,-20.77625,16.59873,POINT (666416.7393884794 7701791.336791687),2024-09-03 21:00:00+00:00
114363,OST085,2024-09-04 17:02:39.108382+00:00,-20.776295,16.595548,POINT (666085.4013821518 7701789.631813103),2024-09-04 17:00:00+00:00
114364,OST085,2024-09-04 19:03:41.092484+00:00,-20.777518,16.59556,POINT (666085.312959747 7701654.230685148),2024-09-04 19:00:00+00:00
114365,OST085,2024-09-05 17:05:11.100351+00:00,-20.776462,16.602575,POINT (666816.8229508374 7701763.899813032),2024-09-05 17:00:00+00:00
114366,OST085,2024-09-05 19:05:18.121158+00:00,-20.774128,16.60213,POINT (666773.0558576448 7702022.739046177),2024-09-05 19:00:00+00:00
114367,OST085,2024-09-06 17:02:11.122168+00:00,-20.776163,16.596593,POINT (666194.3442701519 7701803.16915192),2024-09-06 17:00:00+00:00
114368,OST085,2024-09-06 19:02:21.095879+00:00,-20.775913,16.597642,POINT (666303.8330801529 7701829.764544233),2024-09-06 19:00:00+00:00
114369,OST085,2024-09-07 19:04:57.101618+00:00,-20.775723,16.597222,POINT (666260.3133957593 7701851.230534246),2024-09-07 19:00:00+00:00
114372,OST085,2024-09-08 17:01:33.120481+00:00,-20.780143,16.603202,POINT (666878.056049729 7701355.755855678),2024-09-08 17:00:00+00:00
114373,OST085,2024-09-08 19:01:40.094013+00:00,-20.78077,16.605157,POINT (667080.9029276972 7701284.322980657),2024-09-08 19:00:00+00:00
114374,OST085,2024-09-08 21:03:50.094231+00:00,-20.778568,16.60282,POINT (666840.0165336647 7701530.507189339),2024-09-08 21:00:00+00:00
114375,OST085,2024-09-10 17:05:57.100451+00:00,-20.780997,16.599168,POINT (666457.136394742 7701265.38114831),2024-09-10 17:00:00+00:00
