,Individual_ID,Timestamp,Latitude,Longitude,geometry,hour
135055,OST088,2025-03-06 18:05:10.926091+00:00,-20.742495,16.640528,POINT (670806.4408925816 7705484.497093058),2025-03-06 18:00:00+00:00
135059,OST088,2025-03-06 20:05:40.952076+00:00,-20.743932,16.643362,POINT (671099.9522449507 7705322.4195431955),2025-03-06 20:00:00+00:00
135060,OST088,2025-03-07 16:07:16.859542+00:00,-20.745345,16.64608,POINT (671381.4054393175 7705163.116312576),2025-03-07 16:00:00+00:00
135062,OST088,2025-03-07 18:01:58.948404+00:00,-20.745188,16.645725,POINT (671344.6138746132 7705180.873093974),2025-03-07 18:00:00+00:00
135063,OST088,2025-03-08 16:02:58.914983+00:00,-20.746308,16.646445,POINT (671418.3298006374 7705056.121479548),2025-03-08 16:00:00+00:00
135064,OST088,2025-03-08 18:03:34.971461+00:00,-20.745885,16.64522,POINT (671291.2398765214 7705104.247613542),2025-03-08 18:00:00+00:00
135065,OST088,2025-03-09 16:04:40.953509+00:00,-20.746313,16.643902,POINT (671153.5068819226 7705058.262241749),2025-03-09 16:00:00+00:00
135066,OST088,2025-03-09 18:05:04.962433+00:00,-20.743283,16.643583,POINT (671123.6967767832 7705394.03241171),2025-03-09 18:00:00+00:00
135067,OST088,2025-03-10 16:01:18.904470+00:00,-20.744688,16.647948,POINT (671576.6736403228 7705233.867557701),2025-03-10 16:00:00+00:00
135068,OST088,2025-03-11 16:03:53.905633+00:00,-20.753372,16.655998,POINT (672405.1311987338 7704263.947245372),2025-03-11 16:00:00+00:00
135070,OST088,2025-03-11 18:03:10.906459+00:00,-20.753822,16.65479,POINT (672278.8305586483 7704215.418463967),2025-03-11 18:00:00+00:00
135071,OST088,2025-03-12 16:04:18.951585+00:00,-20.754977,16.645892,POINT (671350.9724525731 7704097.015131194),2025-03-12 16:00:00+00:00
135072,OST088,2025-03-12 18:05:28.936006+00:00,-20.758235,16.646155,POINT (671374.6851402728 7703736.06248975),2025-03-12 18:00:00+00:00
135073,OST088,2025-03-12 20:05:34.945386+00:00,-20.759243,16.648335,POINT (671600.5453327541 7703622.159014432),2025-03-12 20:00:00+00:00
135074,OST088,2025-03-12 21:00:40.994408+00:00,-20.760462,16.648337,POINT (671599.377106587 7703487.20850971),2025-03-12 21:00:00+00:00
135075,OST088,2025-03-13 16:06:10.960032+00:00,-20.754328,16.645783,POINT (671340.3538279942 7704168.977597408),2025-03-13 16:00:00+00:00
135077,OST088,2025-03-13 18:01:10.889307+00:00,-20.750877,16.644203,POINT (671179.713734716 7704552.691127352),2025-03-13 18:00:00+00:00
135078,OST088,2025-03-13 20:01:40.958497+00:00,-20.753778,16.655572,POINT (672360.3109088513 7704219.455643754),2025-03-13 20:00:00+00:00
135079,OST088,2025-03-13 21:02:10.941735+00:00,-20.757972,16.651912,POINT (671974.4462284024 7703759.061032699),2025-03-13 21:00:00+00:00
135080,OST088,2025-03-13 22:02:26.918971+00:00,-20.76044,16.649578,POINT (671728.6226140044 7703488.3254121905),2025-03-13 22:00:00+00:00
135082,OST088,2025-03-14 16:02:10.938738+00:00,-20.756552,16.645158,POINT (671272.766439036 7703923.434450289),2025-03-14 16:00:00+00:00
135083,OST088,2025-03-14 18:02:40.900432+00:00,-20.751102,16.646992,POINT (671469.8859837629 7704524.826514365),2025-03-14 18:00:00+00:00
135084,OST088,2025-03-15 16:04:04.963066+00:00,-20.744815,16.647987,POINT (671580.5917069123 7705219.76676519),2025-03-15 16:00:00+00:00
135085,OST088,2025-03-15 18:04:28.966988+00:00,-20.745887,16.644163,POINT (671181.1658182296 7705105.145738894),2025-03-15 18:00:00+00:00
135086,OST088,2025-03-16 16:05:40.959569+00:00,-20.742465,16.640548,POINT (670808.5573451723 7705487.7970753405),2025-03-16 16:00:00+00:00
135087,OST088,2025-03-16 18:01:07.938874+00:00,-20.743278,16.633765,POINT (670101.2794198059 7705404.945613639),2025-03-16 18:00:00+00:00
135088,OST088,2025-03-16 20:01:40.899953+00:00,-20.743102,16.633878,POINT (670113.2437876947 7705424.3105253475),2025-03-16 20:00:00+00:00
135089,OST088,2025-03-17 16:02:40.958062+00:00,-20.738857,16.630533,POINT (669769.6413889525 7705897.761199031),2025-03-17 16:00:00+00:00
135090,OST088,2025-03-17 18:02:40.951272+00:00,-20.73732,16.62851,POINT (669560.67855374 7706070.034146821),2025-03-17 18:00:00+00:00
135092,OST088,2025-03-18 16:03:40.925542+00:00,-20.742977,16.627073,POINT (669404.7279810696 7705445.29284312),2025-03-18 16:00:00+00:00
135093,OST088,2025-03-18 18:03:43.943919+00:00,-20.746233,16.625157,POINT (669201.5785571067 7705086.849974613),2025-03-18 18:00:00+00:00
135094,OST088,2025-03-19 16:05:10.923288+00:00,-20.74798,16.627835,POINT (669478.5053784432 7704890.646493481),2025-03-19 16:00:00+00:00
135095,OST088,2025-03-20 16:01:48.953807+00:00,-20.748355,16.620882,POINT (668754.0467606852 7704856.406708033),2025-03-20 16:00:00+00:00
135097,OST088,2025-03-20 18:02:34.889337+00:00,-20.748893,16.620292,POINT (668692.0111986492 7704797.464359994),2025-03-20 18:00:00+00:00
135098,OST088,2025-03-21 16:03:18.910404+00:00,-20.749315,16.61963,POINT (668622.6071597734 7704751.438449381),2025-03-21 16:00:00+00:00
135099,OST088,2025-03-23 16:01:34.901015+00:00,-20.752518,16.621707,POINT (668835.3340852591 7704394.688882811),2025-03-23 16:00:00+00:00
135100,OST088,2025-03-24 16:02:34.938077+00:00,-20.75843,16.623453,POINT (669010.5726501872 7703738.387385704),2025-03-24 16:00:00+00:00
135103,OST088,2025-03-25 16:04:10.930477+00:00,-20.754808,16.622225,POINT (668886.7296420427 7704140.637794877),2025-03-25 16:00:00+00:00
135104,OST088,2025-03-25 18:04:40.914236+00:00,-20.752172,16.620762,POINT (668737.3147011893 7704433.978971416),2025-03-25 18:00:00+00:00
135106,OST088,2025-03-27 18:02:58.906849+00:00,-20.74792,16.620205,POINT (668684.0309810021 7704905.269032889),2025-03-27 18:00:00+00:00
135107,OST088,2025-03-28 16:03:40.392533+00:00,-20.745003,16.623865,POINT (669068.4034638582 7705224.3662859425),2025-03-28 16:00:00+00:00
135108,OST088,2025-03-28 18:05:27.934545+00:00,-20.743207,16.628817,POINT (669586.0871527458 7705418.002980711),2025-03-28 18:00:00+00:00
135109,OST088,2025-03-28 20:04:40.906655+00:00,-20.742908,16.640027,POINT (670753.8040198598 7705439.3056418),2025-03-28 20:00:00+00:00
135110,OST088,2025-03-29 16:05:09.970322+00:00,-20.742528,16.64415,POINT (671183.5926148391 7705477.0135941375),2025-03-29 16:00:00+00:00
135111,OST088,2025-03-30 16:01:48.969489+00:00,-20.748072,16.653197,POINT (672119.4592320448 7704853.665326778),2025-03-30 16:00:00+00:00
135113,OST088,2025-03-30 18:02:28.980472+00:00,-20.750335,16.652713,POINT (672066.4970652249 7704603.656920789),2025-03-30 18:00:00+00:00
135114,OST088,2025-03-31 16:03:18.954135+00:00,-20.753258,16.655817,POINT (672386.4126954322 7704276.760621626),2025-03-31 16:00:00+00:00
135115,OST088,2025-04-01 16:00:18.914289+00:00,-20.75828,16.651792,POINT (671961.6023706982 7703725.09182488),2025-04-01 16:00:00+00:00
135116,OST088,2025-04-02 16:00:59.896992+00:00,-20.758872,16.647013,POINT (671463.3080007423 7703664.633729335),2025-04-02 16:00:00+00:00
135117,OST088,2025-04-03 16:03:40.892118+00:00,-20.759137,16.64867,POINT (671635.5476068569 7703633.537827259),2025-04-03 16:00:00+00:00
135118,OST088,2025-04-05 16:01:34.971282+00:00,-20.759643,16.648907,POINT (671659.6541813291 7703577.269730165),2025-04-05 16:00:00+00:00
135119,OST088,2025-04-06 17:02:25.892902+00:00,-20.753525,16.655063,POINT (672307.5949686382 7704248.006620402),2025-04-06 17:00:00+00:00
135120,OST088,2025-04-07 17:01:11.015855+00:00,-20.752937,16.654782,POINT (672279.0004543453 7704313.400352446),2025-04-07 17:00:00+00:00
135121,OST088,2025-04-08 16:06:10.985459+00:00,-20.751205,16.657698,POINT (672584.614582425 7704502.029401995),2025-04-08 16:00:00+00:00
135124,OST088,2025-04-10 16:03:48.966790+00:00,-20.731547,16.659783,POINT (672824.0646470726 7706676.029409837),2025-04-10 16:00:00+00:00
135127,OST088,2025-04-10 18:04:48.932216+00:00,-20.728998,16.65609,POINT (672442.3398989418 7706962.155060048),2025-04-10 18:00:00+00:00
135128,OST088,2025-04-11 16:05:34.909754+00:00,-20.728495,16.658523,POINT (672696.302951962 7707015.244292432),2025-04-11 16:00:00+00:00
135129,OST088,2025-04-11 18:01:04.937971+00:00,-20.7284,16.65626,POINT (672460.7226002957 7707028.174936768),2025-04-11 18:00:00+00:00
135131,OST088,2025-04-12 16:01:30.961909+00:00,-20.72991,16.65399,POINT (672222.5971283657 7706863.429725723),2025-04-12 16:00:00+00:00
135132,OST088,2025-04-12 18:03:04.960988+00:00,-20.731588,16.649185,POINT (671720.2762907229 7706682.776055206),2025-04-12 18:00:00+00:00
135133,OST088,2025-04-13 16:03:28.913094+00:00,-20.73245,16.642837,POINT (671058.1892538867 7706594.074697273),2025-04-13 16:00:00+00:00
135134,OST088,2025-04-13 18:04:04.966567+00:00,-20.732162,16.634832,POINT (670224.8304360887 7706634.401111357),2025-04-13 18:00:00+00:00
135135,OST088,2025-04-13 20:04:34.932696+00:00,-20.732468,16.627488,POINT (669459.6493878139 7706608.236225463),2025-04-13 20:00:00+00:00
135136,OST088,2025-04-14 16:04:39.923852+00:00,-20.732917,16.620498,POINT (668731.1819742911 7706565.837095966),2025-04-14 16:00:00+00:00
135137,OST088,2025-04-15 16:01:40.891121+00:00,-20.730508,16.618003,POINT (668474.0094628757 7706835.119948823),2025-04-15 16:00:00+00:00
135138,OST088,2025-04-16 16:04:06.974419+00:00,-20.739228,16.619852,POINT (668656.9096356836 7705867.865999045),2025-04-16 16:00:00+00:00
135139,OST088,2025-04-16 18:03:40.882599+00:00,-20.747102,16.625217,POINT (669206.8597638815 7704990.58622838),2025-04-16 18:00:00+00:00
135140,OST088,2025-04-17 16:04:48.959841+00:00,-20.754392,16.628052,POINT (669493.954160174 7704180.589930262),2025-04-17 16:00:00+00:00
135141,OST088,2025-04-17 20:06:56.908912+00:00,-20.754063,16.631127,POINT (669814.5202930055 7704213.783280589),2025-04-17 20:00:00+00:00
135142,OST088,2025-04-17 21:00:21.975900+00:00,-20.755948,16.635032,POINT (670219.0370601605 7704000.99896523),2025-04-17 21:00:00+00:00
135144,OST088,2025-04-18 16:00:59.010619+00:00,-20.75969,16.638843,POINT (670611.6714420124 7703582.726537678),2025-04-18 16:00:00+00:00
135222,OST088,2025-04-18 18:01:29.068121+00:00,-20.762688,16.64058,POINT (670789.1694201746 7703249.001182428),2025-04-18 18:00:00+00:00
135227,OST088,2025-04-19 16:02:18.984392+00:00,-20.76119,16.646122,POINT (671367.916688068 7703408.966952969),2025-04-19 16:00:00+00:00
135230,OST088,2025-04-19 18:03:04.950329+00:00,-20.758945,16.64882,POINT (671651.3835353309 7703654.633680037),2025-04-19 18:00:00+00:00
135231,OST088,2025-04-20 16:03:39.895791+00:00,-20.757582,16.645762,POINT (671334.4991203236 7703808.769000344),2025-04-20 16:00:00+00:00
135232,OST088,2025-04-20 18:04:10.994742+00:00,-20.756298,16.644943,POINT (671250.6649343378 7703951.781127836),2025-04-20 18:00:00+00:00
135233,OST088,2025-04-21 16:05:11.003196+00:00,-20.752063,16.65009,POINT (671791.4029733347 7704415.150185199),2025-04-21 16:00:00+00:00
135234,OST088,2025-04-21 20:01:18.953279+00:00,-20.753033,16.655568,POINT (672360.7390730863 7704301.934684416),2025-04-21 20:00:00+00:00
135236,OST088,2025-04-21 21:01:05.936436+00:00,-20.751617,16.65698,POINT (672509.3796712013 7704457.1856697),2025-04-21 21:00:00+00:00
135237,OST088,2025-04-22 16:01:34.942668+00:00,-20.752728,16.655528,POINT (672356.9196051983 7704335.742181098),2025-04-22 16:00:00+00:00
135238,OST088,2025-04-22 18:01:58.944942+00:00,-20.753357,16.655617,POINT (672365.4741588322 7704266.014202393),2025-04-22 18:00:00+00:00
135239,OST088,2025-04-22 22:04:13.986581+00:00,-20.751188,16.649532,POINT (671734.285688149 7704512.609289166),2025-04-22 22:00:00+00:00
135240,OST088,2025-04-23 18:03:18.915122+00:00,-20.74647,16.64704,POINT (671480.1079564091 7705037.556440849),2025-04-23 18:00:00+00:00
135241,OST088,2025-04-23 20:05:01.965014+00:00,-20.741088,16.652603,POINT (672065.5042258983 7705627.455566726),2025-04-23 20:00:00+00:00
135244,OST088,2025-04-23 21:41:44.792572+00:00,-20.737555,16.654777,POINT (672295.9051539089 7706016.258701519),2025-04-23 21:00:00+00:00
135246,OST088,2025-04-23 22:04:28.948287+00:00,-20.73215,16.656415,POINT (672472.6161936829 7706612.869122702),2025-04-23 22:00:00+00:00
135250,OST088,2025-04-24 02:05:18.952257+00:00,-20.731622,16.653163,POINT (672134.5310375022 7706674.784538676),2025-04-24 02:00:00+00:00
135251,OST088,2025-04-24 16:04:18.951226+00:00,-20.736245,16.648917,POINT (671687.1109730164 7706167.512505118),2025-04-24 16:00:00+00:00
135270,OST088,2025-04-25 16:05:40.957285+00:00,-20.732243,16.650722,POINT (671879.6090437865 7706608.632753226),2025-04-25 16:00:00+00:00
135271,OST088,2025-04-26 16:01:57.892252+00:00,-20.736617,16.643517,POINT (671124.3219197214 7706132.053332433),2025-04-26 16:00:00+00:00
135272,OST088,2025-04-26 18:02:00.950710+00:00,-20.739253,16.640095,POINT (670764.9883613627 7705843.855494082),2025-04-26 18:00:00+00:00
135273,OST088,2025-04-27 16:03:10.958581+00:00,-20.7387,16.632837,POINT (670009.7562176439 7705912.721299121),2025-04-27 16:00:00+00:00
135275,OST088,2025-04-27 18:03:58.890560+00:00,-20.738463,16.627535,POINT (669457.8677535324 7705944.522427531),2025-04-27 18:00:00+00:00
135276,OST088,2025-04-28 16:05:09.978629+00:00,-20.73613,16.624832,POINT (669178.9702973401 7706205.622174593),2025-04-28 16:00:00+00:00
135277,OST088,2025-04-29 16:02:05.056705+00:00,-20.737325,16.628042,POINT (669511.934864821 7706069.971199634),2025-04-29 16:00:00+00:00
135278,OST088,2025-04-29 18:01:40.899547+00:00,-20.739402,16.631723,POINT (669892.9597749286 7705836.178290647),2025-04-29 18:00:00+00:00
135279,OST088,2025-04-30 16:03:04.962332+00:00,-20.742155,16.637522,POINT (670493.7826985198 7705525.308716545),2025-04-30 16:00:00+00:00
135280,OST088,2025-05-01 16:05:30.871925+00:00,-20.740853,16.635817,POINT (670317.6846952721 7705671.241366252),2025-05-01 16:00:00+00:00
135281,OST088,2025-05-02 16:01:34.915518+00:00,-20.741223,16.637007,POINT (670441.1957501868 7705629.027281709),2025-05-02 16:00:00+00:00
135282,OST088,2025-05-02 18:01:34.876556+00:00,-20.74858,16.643323,POINT (671090.6616899865 7704807.909562698),2025-05-02 18:00:00+00:00
135283,OST088,2025-05-02 20:02:04.963369+00:00,-20.754928,16.645812,POINT (671342.6972962593 7704102.524450571),2025-05-02 20:00:00+00:00
135284,OST088,2025-05-03 16:02:40.917610+00:00,-20.758493,16.646773,POINT (671438.7449970642 7703706.845248671),2025-05-03 16:00:00+00:00
135285,OST088,2025-05-03 18:02:40.936760+00:00,-20.75805,16.647518,POINT (671516.8199329326 7703755.096524539),2025-05-03 18:00:00+00:00
135286,OST088,2025-05-03 20:03:10.959610+00:00,-20.756268,16.644903,POINT (671246.5335768606 7703955.144637121),2025-05-03 20:00:00+00:00
135289,OST088,2025-05-04 16:03:40.936442+00:00,-20.756447,16.647062,POINT (671471.146119054 7703933.0391443595),2025-05-04 16:00:00+00:00
135290,OST088,2025-05-04 18:04:28.976079+00:00,-20.756547,16.653388,POINT (672129.7531095011 7703915.243085435),2025-05-04 18:00:00+00:00
135291,OST088,2025-05-04 21:04:40.940723+00:00,-20.750627,16.655738,POINT (672381.1694715717 7704568.108122482),2025-05-04 21:00:00+00:00
135292,OST088,2025-05-05 16:04:34.968578+00:00,-20.751178,16.657328,POINT (672546.1160474265 7704505.413453152),2025-05-05 16:00:00+00:00
135294,OST088,2025-05-05 20:05:44.954811+00:00,-20.74709,16.647765,POINT (671554.9069497681 7704968.150790697),2025-05-05 20:00:00+00:00
135295,OST088,2025-05-05 21:00:16.934827+00:00,-20.744492,16.64397,POINT (671162.6375411514 7705259.781896827),2025-05-05 21:00:00+00:00
135299,OST088,2025-05-05 22:01:10.874655+00:00,-20.743592,16.641178,POINT (670872.8983623518 7705362.368413197),2025-05-05 22:00:00+00:00
135300,OST088,2025-05-06 16:00:40.963781+00:00,-20.739837,16.634418,POINT (670173.1305912316 7705785.188813954),2025-05-06 16:00:00+00:00
135301,OST088,2025-05-06 18:01:10.933577+00:00,-20.737383,16.628015,POINT (669509.058433299 7706063.578720125),2025-05-06 18:00:00+00:00
135302,OST088,2025-05-07 16:02:34.905782+00:00,-20.73909,16.62857,POINT (669564.9543371223 7705874.026776725),2025-05-07 16:00:00+00:00
135303,OST088,2025-05-07 18:02:40.945167+00:00,-20.741712,16.62505,POINT (669195.4652719419 7705587.450267645),2025-05-07 18:00:00+00:00
135304,OST088,2025-05-08 18:04:48.949317+00:00,-20.744797,16.624182,POINT (669101.6435696913 7705246.839582768),2025-05-08 18:00:00+00:00
135305,OST088,2025-05-08 20:04:40.927832+00:00,-20.748017,16.620257,POINT (668689.3383293694 7704894.476594765),2025-05-08 20:00:00+00:00
135306,OST088,2025-05-08 21:05:10.930423+00:00,-20.749827,16.620037,POINT (668664.4212438646 7704694.333966659),2025-05-08 21:00:00+00:00
135307,OST088,2025-05-09 16:04:58.930740+00:00,-20.753855,16.621573,POINT (668819.8958584007 7704246.818976005),2025-05-09 16:00:00+00:00
135308,OST088,2025-05-09 18:05:10.978705+00:00,-20.759758,16.622623,POINT (668922.6714780639 7703592.24162847),2025-05-09 18:00:00+00:00
135309,OST088,2025-05-09 20:05:40.993398+00:00,-20.76871,16.626402,POINT (669306.1868586561 7702597.270058509),2025-05-09 20:00:00+00:00
135312,OST088,2025-05-09 21:00:48.935128+00:00,-20.77503,16.62888,POINT (669557.139513264 7701895.024241447),2025-05-09 21:00:00+00:00
135314,OST088,2025-05-09 22:01:10.986651+00:00,-20.7763,16.628332,POINT (669498.6665780777 7701755.006167039),2025-05-09 22:00:00+00:00
135315,OST088,2025-05-10 16:06:41.008519+00:00,-20.766602,16.629452,POINT (669626.1059493413 7702827.432624616),2025-05-10 16:00:00+00:00
135316,OST088,2025-05-10 18:01:11.003289+00:00,-20.766138,16.632678,POINT (669962.5204183721 7702875.407808746),2025-05-10 18:00:00+00:00
135317,OST088,2025-05-10 20:01:19.083618+00:00,-20.76268,16.64065,POINT (670796.4671186178 7703249.812807122),2025-05-10 20:00:00+00:00
135318,OST088,2025-05-11 16:01:48.975483+00:00,-20.756712,16.651455,POINT (671928.2850200607 7703899.034740344),2025-05-11 16:00:00+00:00
135321,OST088,2025-05-11 18:02:28.982534+00:00,-20.752912,16.655682,POINT (672372.7472713471 7704315.208333951),2025-05-11 18:00:00+00:00
135322,OST088,2025-05-12 18:04:32.967917+00:00,-20.744158,16.654573,POINT (672267.1824458712 7705285.496142097),2025-05-12 18:00:00+00:00
135323,OST088,2025-05-12 20:04:14.917530+00:00,-20.736208,16.654793,POINT (672299.0967903136 7706165.360170788),2025-05-12 20:00:00+00:00
135326,OST088,2025-05-12 21:04:10.956295+00:00,-20.732065,16.65537,POINT (672363.8799897444 7706623.3927396),2025-05-12 21:00:00+00:00
135327,OST088,2025-05-13 16:04:04.949544+00:00,-20.727908,16.657848,POINT (672626.6684030276 7707080.947965726),2025-05-13 16:00:00+00:00
135329,OST088,2025-05-13 18:05:10.913866+00:00,-20.731572,16.651553,POINT (671966.9122682026 7706682.031979034),2025-05-13 18:00:00+00:00
135330,OST088,2025-05-13 20:05:18.964415+00:00,-20.736652,16.643383,POINT (671110.3274838071 7706128.32047178),2025-05-13 20:00:00+00:00
135332,OST088,2025-05-13 21:00:18.948823+00:00,-20.738128,16.639572,POINT (670711.7852684674 7705968.949147881),2025-05-13 21:00:00+00:00
135333,OST088,2025-05-14 16:05:40.933549+00:00,-20.74053,16.636537,POINT (670393.0266885962 7705706.240087708),2025-05-14 16:00:00+00:00
135334,OST088,2025-05-14 18:01:01.940653+00:00,-20.738842,16.631407,POINT (669860.6767852803 7705898.50402757),2025-05-14 18:00:00+00:00
135335,OST088,2025-05-15 16:01:40.920609+00:00,-20.738298,16.626008,POINT (669299.0289134888 7705964.38764717),2025-05-15 16:00:00+00:00
135336,OST088,2025-05-16 16:03:09.973954+00:00,-20.740312,16.622158,POINT (668895.852297057 7705745.457542471),2025-05-16 16:00:00+00:00
135337,OST088,2025-05-17 16:04:40.946802+00:00,-20.737647,16.624945,POINT (669189.05148802 7706037.567643758),2025-05-17 16:00:00+00:00
135338,OST088,2025-05-17 18:05:10.986143+00:00,-20.735372,16.624653,POINT (669161.1715607634 7706289.722186133),2025-05-17 18:00:00+00:00
135339,OST088,2025-05-18 16:01:40.954242+00:00,-20.73399,16.620822,POINT (668763.734711074 7706446.715111119),2025-05-18 16:00:00+00:00
135340,OST088,2025-05-18 18:01:40.949790+00:00,-20.734415,16.622648,POINT (668953.4285289928 7706397.760317324),2025-05-18 18:00:00+00:00
135341,OST088,2025-05-18 20:02:10.931851+00:00,-20.740208,16.622642,POINT (668946.3710713368 7705756.465074234),2025-05-18 20:00:00+00:00
135342,OST088,2025-05-19 16:02:40.931464+00:00,-20.740172,16.622148,POINT (668894.9663380742 7705760.966385046),2025-05-19 16:00:00+00:00
135343,OST088,2025-05-19 18:03:10.962864+00:00,-20.740178,16.622745,POINT (668957.1307156752 7705759.678551763),2025-05-19 18:00:00+00:00
135344,OST088,2025-05-20 16:04:16.950951+00:00,-20.737028,16.624703,POINT (669164.5376033748 7706106.345884787),2025-05-20 16:00:00+00:00
135345,OST088,2025-05-21 16:05:09.862159+00:00,-20.737855,16.624915,POINT (669185.6959666132 7706014.572816323),2025-05-21 16:00:00+00:00
135346,OST088,2025-05-21 18:05:41.003262+00:00,-20.740228,16.622075,POINT (668887.3020154404 7705754.843264607),2025-05-21 18:00:00+00:00
135347,OST088,2025-05-22 16:01:18.954865+00:00,-20.74321,16.62515,POINT (669204.212723492 7705421.512542096),2025-05-22 16:00:00+00:00
135348,OST088,2025-05-22 18:01:58.882533+00:00,-20.740312,16.622358,POINT (668916.6800959588 7705745.248649013),2025-05-22 18:00:00+00:00
135349,OST088,2025-05-23 16:02:34.969656+00:00,-20.738393,16.625577,POINT (669254.0386679668 7705954.321976807),2025-05-23 16:00:00+00:00
135350,OST088,2025-05-24 16:03:40.945624+00:00,-20.739568,16.627307,POINT (669432.8930977014 7705822.434441877),2025-05-24 16:00:00+00:00
135351,OST088,2025-05-25 16:04:57.949537+00:00,-20.742238,16.620797,POINT (668751.9825623125 7705533.664778227),2025-05-25 16:00:00+00:00
135352,OST088,2025-05-25 18:05:27.961687+00:00,-20.740457,16.62243,POINT (668924.0170928406 7705729.121526312),2025-05-25 18:00:00+00:00
135353,OST088,2025-05-26 20:02:10.884015+00:00,-20.74181,16.630862,POINT (669800.6074260449 7705570.50922435),2025-05-26 20:00:00+00:00
135354,OST088,2025-05-26 21:02:28.907201+00:00,-20.742688,16.632662,POINT (669987.0752443196 7705471.420541688),2025-05-26 21:00:00+00:00
135356,OST088,2025-05-26 22:02:40.993663+00:00,-20.742835,16.633993,POINT (670125.5182381484 7705453.747332386),2025-05-26 22:00:00+00:00
135357,OST088,2025-05-27 16:02:10.959930+00:00,-20.735353,16.636828,POINT (670429.1303280977 7706279.045087926),2025-05-27 16:00:00+00:00
135358,OST088,2025-05-27 18:39:48.924383+00:00,-20.735115,16.637948,POINT (670546.0372157211 7706304.21201249),2025-05-27 18:00:00+00:00
135359,OST088,2025-05-27 20:05:20.894821+00:00,-20.737935,16.637017,POINT (670445.9209324489 7705993.009703391),2025-05-27 20:00:00+00:00
135360,OST088,2025-05-28 14:05:11.083976+00:00,-20.738975,16.635258,POINT (670261.5727483911 7705879.730980398),2025-05-28 14:00:00+00:00
135369,OST088,2025-05-28 16:05:11.078176+00:00,-20.741482,16.636827,POINT (670422.1605734797 7705600.5447951),2025-05-28 16:00:00+00:00
135378,OST088,2025-05-28 17:01:11.079656+00:00,-20.745352,16.635513,POINT (670280.9896445449 7705173.506766193),2025-05-28 17:00:00+00:00
135384,OST088,2025-05-28 18:00:18.092262+00:00,-20.747258,16.633505,POINT (670069.7530102789 7704964.619674725),2025-05-28 18:00:00+00:00
135385,OST088,2025-05-28 19:01:15.082064+00:00,-20.749985,16.631462,POINT (669853.9598014206 7704664.87959145),2025-05-28 19:00:00+00:00
135386,OST088,2025-05-28 20:01:11.089876+00:00,-20.751225,16.630322,POINT (669733.864240922 7704528.804984547),2025-05-28 20:00:00+00:00
135387,OST088,2025-05-29 13:05:45.064986+00:00,-20.752648,16.630762,POINT (669778.0931479523 7704370.812015189),2025-05-29 13:00:00+00:00
135398,OST088,2025-05-29 14:01:41.080446+00:00,-20.752667,16.630802,POINT (669782.2371637704 7704368.66663257),2025-05-29 14:00:00+00:00
135399,OST088,2025-05-29 15:01:02.099393+00:00,-20.75272,16.630675,POINT (669768.9533596174 7704362.932761832),2025-05-29 15:00:00+00:00
135408,OST088,2025-05-29 16:01:11.081473+00:00,-20.754305,16.631098,POINT (669811.2301939711 7704187.02353372),2025-05-29 16:00:00+00:00
135409,OST088,2025-05-29 17:01:41.077215+00:00,-20.758697,16.631248,POINT (669821.9424977581 7703700.656512539),2025-05-29 17:00:00+00:00
135410,OST088,2025-05-29 18:01:59.100621+00:00,-20.762122,16.632005,POINT (669896.9372489442 7703320.701237104),2025-05-29 18:00:00+00:00
135411,OST088,2025-05-29 19:01:41.096966+00:00,-20.766997,16.631753,POINT (669865.2473689403 7702781.286515124),2025-05-29 19:00:00+00:00
135412,OST088,2025-05-29 20:02:19.095402+00:00,-20.770272,16.630895,POINT (669772.2511104724 7702419.634523029),2025-05-29 20:00:00+00:00
135415,OST088,2025-05-29 21:02:11.136786+00:00,-20.775272,16.628835,POINT (669552.1841010123 7701868.281242782),2025-05-29 21:00:00+00:00
135416,OST088,2025-05-29 22:02:40.077728+00:00,-20.777368,16.628172,POINT (669480.8161145707 7701636.942769455),2025-05-29 22:00:00+00:00
135417,OST088,2025-05-29 23:03:11.088237+00:00,-20.7735,16.625783,POINT (669236.3992944796 7702067.649734953),2025-05-29 23:00:00+00:00
135418,OST088,2025-05-31 01:05:59.121023+00:00,-20.768425,16.626483,POINT (669314.9382278286 7702628.7356010005),2025-05-31 01:00:00+00:00
135422,OST088,2025-05-31 02:00:11.102053+00:00,-20.769995,16.630758,POINT (669758.2964292197 7702450.44342712),2025-05-31 02:00:00+00:00
135426,OST088,2025-05-31 03:00:29.097840+00:00,-20.770542,16.630815,POINT (669763.6198245981 7702389.8286612965),2025-05-31 03:00:00+00:00
135448,OST088,2025-05-31 04:00:08.094009+00:00,-20.770427,16.629947,POINT (669673.3733644389 7702403.471797089),2025-05-31 04:00:00+00:00
135450,OST088,2025-06-01 01:06:11.095328+00:00,-20.769158,16.625967,POINT (669260.3955876249 7702548.130915316),2025-06-01 01:00:00+00:00
135471,OST088,2025-06-01 02:00:47.090791+00:00,-20.772595,16.627725,POINT (669439.6031010305 7702165.799722134),2025-06-01 02:00:00+00:00
135472,OST088,2025-06-01 03:01:35.083641+00:00,-20.775627,16.6288,POINT (669548.1436762748 7701829.018241617),2025-06-01 03:00:00+00:00
135473,OST088,2025-06-01 04:01:13.093290+00:00,-20.776917,16.628673,POINT (669533.4807219997 7701686.344034547),2025-06-01 04:00:00+00:00
